Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22,Column_23,Column_24,Column_25,Column_26,Column_27,Column_28,Column_29,Column_30,Column_31,Column_32,Column_33,Column_34,Column_35,Column_36,Column_37,Column_38,Column_39,Column_40,Column_41,Column_42,Column_43,Column_44,Column_45,Column_46,Column_47,Column_48,Column_49,Column_50,Column_51,Column_52,Column_53,Column_54,Column_55,Column_56,Column_57,Column_58,Column_59,Column_60,Column_61,Column_62,Column_63,Column_64,Column_65,Column_66,Column_67,Column_68,Column_69,Column_70,Column_71,Column_72,Column_73,Column_74,Column_75,Column_76,Column_77,Column_78,Column_79,Column_80,Column_81,Column_82,Column_83,Column_84,Column_85,Column_86,Column_87,Column_88,Column_89,Column_90
Rk,Player,xG,Sh,Cmp,Tkl,Off,Date,Age,Nation,Team,,Opp,Comp,Result,Start,Min,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,xG,npxG,xAG,xG+xAG,xA,npxG+xAG,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Off,PKwon,PKcon,OG,Recov,Pos.,Match Report
2710,Christian Eriksen,0.0,1,17,0,0,2019-10-27,27-255,dk DEN,Tottenham,@,Liverpool,eng Premier League,L 1-2,Y,87,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.05,1,0.00,,0,0.0,14.9,0,1,0.00,,0,0.0,14.9,0,17,30,56.7,0,2,1,0,2,296,115,6,11,54.5,5,11,45.5,3,5,60.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,0,0,0,0,3,"MF,FW",Match Report
2711,Adama Traoré,0.1,1,27,2,0,2019-10-27,23-275,es ESP,Wolves,@,Newcastle Utd,eng Premier League,D 1-1,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.5,0.5,0.5,0.5,-0.1,-0.1,-0.5,0.08,1,0.00,,0,0.0,15.5,0,1,0.00,,0,0.0,15.5,0,27,41,65.9,2,1,3,1,5,408,120,14,19,73.7,10,11,90.9,1,3,33.3,2,2,0,1,1,1,3,33.3,2,0,0,0,0,2,1,0,0,0,0,0,5,"FW,DF",Match Report
2712,Alexandre Lacazette,0.3,5,21,1,1,2019-10-27,28-152,fr FRA,Arsenal,,Crystal Palace,eng Premier League,D 2-2,Y,90,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,0.1,0.4,-0.3,-0.3,-0.1,0.06,5,0.00,0.00,2,40.0,10.2,0,5,0.00,0.00,2,40.0,10.2,0,21,25,84.0,1,1,1,0,3,253,60,12,13,92.3,7,7,100.0,0,1,0.0,1,1,0,0,1,0,0,,0,0,0,0,0,1,1,0,1,0,0,0,4,FW,Match Report
2713,Aaron Wan-Bissaka,0.0,0,47,10,0,2019-10-27,21-335,eng ENG,Manchester Utd,@,Norwich City,eng Premier League,W 3-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,47,66,71.2,0,4,0,0,7,585,229,31,35,88.6,12,20,60.0,1,2,50.0,10,6,4,4,2,4,5,80.0,1,3,1,2,4,14,4,0,0,0,0,0,4,DF,Match Report
2714,Ben Godfrey,0.0,0,51,3,0,2019-10-27,21-285,eng ENG,Norwich City,,Manchester Utd,eng Premier League,L 1-3,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,51,56,91.1,0,1,0,0,3,989,338,18,18,100.0,27,30,90.0,6,8,75.0,3,2,2,1,0,3,3,100.0,0,1,1,0,1,4,2,0,0,0,1,0,10,DF,Match Report
2715,Romain Saïss,0.0,0,61,3,0,2019-10-27,29-215,ma MAR,Wolves,@,Newcastle Utd,eng Premier League,D 1-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,-0.1,,0,,,0,,,0,0,,,0,,,0,61,69,88.4,2,3,1,1,5,1188,406,20,23,87.0,34,36,94.4,7,10,70.0,3,3,2,1,0,1,1,100.0,0,2,2,0,1,4,6,0,0,0,0,0,3,DF,Match Report
2716,Marcus Rashford,1.5,5,37,2,0,2019-10-27,21-361,eng ENG,Manchester Utd,@,Norwich City,eng Premier League,W 3-1,Y,90,1,1,2,1,0,1,1,1.5,0.7,1.1,2.7,0.8,1.9,-0.5,+0.3,-0.1,0.15,5,0.20,0.33,3,60.0,18.4,1,5,0.20,0.33,3,60.0,18.4,1,37,44,84.1,2,1,0,0,2,442,79,26,29,89.7,7,11,63.6,1,1,100.0,2,2,0,1,1,0,0,,0,0,0,0,0,2,1,0,0,0,0,0,4,FW,Match Report
2717,Sean Longstaff,0.1,3,53,0,0,2019-10-27,21-362,eng ENG,Newcastle Utd,,Wolves,eng Premier League,D 1-1,Y,81,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,-0.1,-0.1,-0.1,0.04,3,0.00,,0,0.0,24.7,0,3,0.00,,0,0.0,24.7,0,53,70,75.7,2,4,0,0,1,947,353,30,35,85.7,17,25,68.0,6,9,66.7,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,6,MF,Match Report
2718,Christian Benteke,0.0,0,2,0,0,2019-10-27,28-328,be BEL,Crystal Palace,@,Arsenal,eng Premier League,D 2-2,N,10,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,-0.1,,0,,,0,,,0,0,,,0,,,0,2,3,66.7,1,1,0,0,1,18,9,2,3,66.7,0,0,,0,0,,0,0,0,0,0,0,0,,0,1,1,0,0,0,2,0,0,0,0,0,1,FW,Match Report
2719,DeAndre Yedlin,0.0,0,31,1,0,2019-10-27,26-110,us USA,Newcastle Utd,,Wolves,eng Premier League,D 1-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,-0.1,,0,,,0,,,0,0,,,0,,,0,31,45,68.9,1,0,2,1,2,416,121,17,21,81.0,8,10,80.0,2,4,50.0,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,1,0,0,0,0,0,2,DF,Match Report
2720,Andros Townsend,0.0,0,21,0,0,2019-10-27,28-103,eng ENG,Crystal Palace,@,Arsenal,eng Premier League,D 2-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,21,32,65.6,1,0,2,2,1,279,47,14,16,87.5,7,10,70.0,0,5,0.0,0,0,0,0,0,0,2,0.0,2,3,0,3,1,1,0,0,0,0,0,0,7,"FW,MF",Match Report
2721,Wilfried Zaha,0.2,3,22,0,0,2019-10-27,26-351,ci CIV,Crystal Palace,@,Arsenal,eng Premier League,D 2-2,Y,90,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,0.2,-0.2,-0.2,0.0,0.06,3,0.00,,0,0.0,19.9,0,3,0.00,,0,0.0,19.9,0,22,26,84.6,0,3,1,1,5,357,116,13,15,86.7,7,9,77.8,2,2,100.0,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,0,0,0,1,0,0,3,"FW,MF",Match Report
2722,Raúl Jiménez,0.1,2,29,0,1,2019-10-27,28-175,mx MEX,Wolves,@,Newcastle Utd,eng Premier League,D 1-1,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.7,0.8,0.9,0.8,-0.1,-0.1,-0.7,0.03,2,0.00,0.00,1,50.0,21.7,0,2,0.00,0.00,1,50.0,21.7,0,29,39,74.4,2,3,3,1,5,428,148,16,21,76.2,9,11,81.8,3,4,75.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,1,0,0,0,5,FW,Match Report
2723,Marco Stiepermann,0.0,0,14,0,0,2019-10-27,28-260,de GER,Norwich City,,Manchester Utd,eng Premier League,L 1-3,N,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,14,19,73.7,1,1,1,0,2,179,40,9,10,90.0,2,5,40.0,1,1,100.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,4,MF,Match Report
2724,Sokratis Papastathopoulos,0.1,1,50,2,0,2019-10-27,31-140,gr GRE,Arsenal,,Crystal Palace,eng Premier League,D 2-2,Y,90,1,0,1,1,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,+0.9,+0.9,0.0,0.08,1,1.00,1.00,1,100.0,9.0,0,1,1.00,1.00,1,100.0,9.0,0,50,56,89.3,0,2,0,0,3,936,405,17,17,100.0,29,32,90.6,4,6,66.7,2,1,1,1,0,2,3,66.7,1,2,1,1,2,4,8,0,0,0,0,0,5,DF,Match Report
2725,Fred,0.1,3,40,8,0,2019-10-27,26-236,br BRA,Manchester Utd,@,Norwich City,eng Premier League,W 3-1,Y,90,0,0,0,0,0,0,0,0.1,0.0,0.0,0.1,0.0,0.0,-0.1,0.0,0.0,0.01,3,0.00,0.00,1,33.3,26.8,0,3,0.00,0.00,1,33.3,26.8,0,40,45,88.9,0,6,0,0,4,749,135,19,21,90.5,14,16,87.5,7,7,100.0,8,4,2,6,0,3,7,42.9,4,1,0,1,0,8,1,0,0,0,0,0,12,MF,Match Report
2726,Rúben Vinagre,0.0,0,10,0,0,2019-10-27,20-201,pt POR,Wolves,@,Newcastle Utd,eng Premier League,D 1-1,N,7,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,-0.1,,0,,,0,,,0,0,,,0,,,0,10,11,90.9,1,1,1,1,1,158,55,5,5,100.0,4,4,100.0,1,2,50.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,"MF,DF",Match Report
2727,Bukayo Saka,0.0,0,5,1,0,2019-10-27,18-052,eng ENG,Arsenal,,Crystal Palace,eng Premier League,D 2-2,N,30,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,5,7,71.4,0,1,0,0,1,112,5,1,1,100.0,3,4,75.0,1,1,100.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,0,0,0,0,1,"DF,FW",Match Report
2728,Ashley Young,0.0,0,63,1,0,2019-10-27,34-110,eng ENG,Manchester Utd,@,Norwich City,eng Premier League,W 3-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,63,70,90.0,1,7,1,0,5,942,228,43,44,97.7,12,15,80.0,7,8,87.5,1,0,1,0,0,0,3,0.0,3,0,0,0,0,1,1,0,0,0,0,0,8,DF,Match Report
2729,Matthew Longstaff,0.0,0,41,0,0,2019-10-27,19-220,eng ENG,Newcastle Utd,,Wolves,eng Premier League,D 1-1,Y,89,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,-0.3,,0,,,0,,,0,0,,,0,,,0,41,48,85.4,1,3,1,0,2,618,117,21,22,95.5,13,16,81.3,3,4,75.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,6,MF,Match Report
2730,Dani Ceballos,0.0,0,43,5,0,2019-10-27,23-081,es ESP,Arsenal,,Crystal Palace,eng Premier League,D 2-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,43,58,74.1,1,5,0,0,8,745,172,15,18,83.3,26,31,83.9,2,7,28.6,5,3,3,2,0,1,3,33.3,2,0,0,0,0,5,0,0,0,0,0,0,9,MF,Match Report
2731,David Luiz,0.6,2,45,1,0,2019-10-27,32-188,br BRA,Arsenal,,Crystal Palace,eng Premier League,D 2-2,Y,90,1,0,1,1,0,0,0,0.6,0.6,0.0,0.6,0.0,0.6,+0.4,+0.4,0.0,0.31,2,0.50,0.50,2,100.0,9.3,0,2,0.50,0.50,2,100.0,9.3,0,45,52,86.5,0,3,0,0,5,939,270,14,16,87.5,22,24,91.7,8,11,72.7,1,1,0,1,0,0,0,,0,2,2,0,1,2,3,0,0,0,0,0,6,DF,Match Report
2732,Joelinton,0.1,1,20,0,0,2019-10-27,23-074,br BRA,Newcastle Utd,,Wolves,eng Premier League,D 1-1,Y,84,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.1,0.1,-0.1,-0.1,0.0,0.09,1,0.00,,0,0.0,6.6,0,1,0.00,,0,0.0,6.6,0,20,30,66.7,1,2,0,0,1,194,26,12,17,70.6,3,6,50.0,0,0,,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0,0,0,0,0,1,FW,Match Report
2733,Sadio Mané,0.3,2,27,3,0,2019-10-27,27-200,sn SEN,Liverpool,,Tottenham,eng Premier League,W 2-1,Y,90,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,0.1,0.4,-0.3,-0.3,-0.1,0.16,2,0.00,,0,0.0,10.3,0,2,0.00,,0,0.0,10.3,0,27,33,81.8,2,3,2,1,2,316,43,18,22,81.8,4,6,66.7,2,2,100.0,3,2,0,2,1,0,0,,0,0,0,0,0,3,0,0,0,1,0,0,3,FW,Match Report
2734,Daniel James,0.0,0,21,0,0,2019-10-27,21-351,wls WAL,Manchester Utd,@,Norwich City,eng Premier League,W 3-1,Y,79,0,1,1,0,0,0,0,0.0,0.0,0.5,0.5,0.1,0.5,0.0,0.0,+0.5,,0,,,0,,,0,0,,,0,,,0,21,27,77.8,2,2,1,1,3,259,92,12,13,92.3,5,7,71.4,1,2,50.0,0,0,0,0,0,0,1,0.0,1,4,1,3,0,0,0,0,0,1,0,0,4,FW,Match Report
2735,Trent Alexander-Arnold,0.1,2,87,2,0,2019-10-27,21-020,eng ENG,Liverpool,,Tottenham,eng Premier League,W 2-1,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.8,1.0,0.5,1.0,-0.1,-0.1,-0.8,0.06,2,0.00,0.00,1,50.0,27.1,1,2,0.00,0.00,1,50.0,27.1,1,87,115,75.7,7,7,6,2,10,1844,786,40,41,97.6,28,43,65.1,18,25,72.0,2,2,0,2,0,2,2,100.0,0,2,1,1,2,4,0,0,0,0,0,0,4,DF,Match Report
2736,Dele Alli,0.0,1,23,4,0,2019-10-27,23-199,eng ENG,Tottenham,@,Liverpool,eng Premier League,L 1-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1,0.00,,0,0.0,5.7,0,1,0.00,,0,0.0,5.7,0,23,34,67.6,0,2,0,0,0,285,56,13,15,86.7,8,10,80.0,0,2,0.0,4,2,1,3,0,2,2,100.0,0,6,1,5,1,5,0,0,0,0,0,0,8,"MF,FW",Match Report
2737,James McArthur,0.0,1,16,5,0,2019-10-27,32-020,sct SCO,Crystal Palace,@,Arsenal,eng Premier League,D 2-2,Y,90,0,1,1,0,0,0,0,0.0,0.0,0.4,0.4,0.2,0.4,0.0,0.0,+0.6,0.04,1,0.00,0.00,1,100.0,16.3,0,1,0.00,0.00,1,100.0,16.3,0,16,25,64.0,2,1,0,0,3,253,94,10,12,83.3,5,7,71.4,1,3,33.3,5,4,3,2,0,3,4,75.0,1,1,0,1,1,6,1,0,0,0,0,0,7,MF,Match Report
2738,Matt Doherty,0.7,3,48,1,0,2019-10-27,27-284,ie IRL,Wolves,@,Newcastle Utd,eng Premier League,D 1-1,Y,90,0,0,0,0,0,0,0,0.7,0.7,0.0,0.8,0.0,0.8,-0.7,-0.7,0.0,0.25,3,0.00,,0,0.0,8.8,0,3,0.00,,0,0.0,8.8,0,48,60,80.0,1,1,1,0,7,686,237,28,34,82.4,13,16,81.3,3,5,60.0,1,1,0,1,0,0,2,0.0,2,2,0,2,2,3,3,0,0,0,0,0,6,"MF,DF",Match Report
2739,Pierre-Emerick Aubameyang,0.1,2,12,0,0,2019-10-27,30-131,ga GAB,Arsenal,,Crystal Palace,eng Premier League,D 2-2,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.0,0.2,-0.1,-0.1,-0.1,0.05,2,0.00,,0,0.0,23.9,0,2,0.00,,0,0.0,23.9,0,12,15,80.0,1,0,0,0,2,167,41,7,9,77.8,5,5,100.0,0,0,,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,FW,Match Report
2740,Giovani Lo Celso,0.0,0,5,0,0,2019-10-27,23-201,ar ARG,Tottenham,@,Liverpool,eng Premier League,L 1-2,N,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,5,5,100.0,0,0,0,0,0,101,51,2,2,100.0,2,2,100.0,1,1,100.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,"MF,FW",Match Report
2741,Harry Maguire,0.2,2,48,0,0,2019-10-27,26-236,eng ENG,Manchester Utd,@,Norwich City,eng Premier League,W 3-1,Y,90,0,0,0,0,0,0,0,0.2,0.1,0.1,0.3,0.0,0.2,-0.2,-0.1,-0.1,0.06,2,0.00,,0,0.0,10.4,0,2,0.00,,0,0.0,10.4,0,48,54,88.9,2,4,0,0,2,1065,355,12,14,85.7,26,28,92.9,10,12,83.3,0,0,0,0,0,0,0,,0,0,0,0,2,2,2,0,0,0,0,0,5,DF,Match Report
2742,Scott McTominay,0.1,2,48,1,0,2019-10-27,22-323,sct SCO,Manchester Utd,@,Norwich City,eng Premier League,W 3-1,Y,90,1,0,1,1,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,+0.9,+0.9,0.0,0.04,2,0.50,1.00,1,50.0,21.7,0,2,0.50,1.00,1,50.0,21.7,0,48,58,82.8,0,8,1,0,9,900,263,20,22,90.9,20,24,83.3,6,9,66.7,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,2,1,0,0,0,0,10,MF,Match Report
2743,Jordan Ayew,0.5,3,16,0,1,2019-10-27,28-046,gh GHA,Crystal Palace,@,Arsenal,eng Premier League,D 2-2,Y,80,1,0,1,1,0,0,0,0.5,0.5,0.1,0.6,0.0,0.6,+0.5,+0.5,-0.1,0.17,3,0.33,1.00,1,33.3,12.8,0,3,0.33,1.00,1,33.3,12.8,0,16,18,88.9,1,0,0,0,1,155,23,16,17,94.1,0,0,,0,0,,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,1,0,0,0,8,FW,Match Report
2744,Davinson Sánchez,0.0,0,22,2,0,2019-10-27,23-137,co COL,Tottenham,@,Liverpool,eng Premier League,L 1-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,22,28,78.6,0,2,0,0,2,426,198,7,10,70.0,13,16,81.3,2,2,100.0,2,2,2,0,0,1,1,100.0,0,3,2,1,2,4,7,1,0,0,0,0,3,DF,Match Report
2745,Calum Chambers,0.1,1,55,3,0,2019-10-27,24-280,eng ENG,Arsenal,,Crystal Palace,eng Premier League,D 2-2,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.1,0.1,-0.1,-0.1,0.0,0.09,1,0.00,,0,0.0,9.5,0,1,0.00,,0,0.0,9.5,0,55,71,77.5,0,5,2,1,4,968,314,25,27,92.6,22,29,75.9,6,10,60.0,3,1,1,1,1,1,2,50.0,1,0,0,0,0,3,3,0,0,0,1,0,7,DF,Match Report
2746,Virgil van Dijk,0.1,1,76,1,0,2019-10-27,28-111,nl NED,Liverpool,,Tottenham,eng Premier League,W 2-1,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.14,1,0.00,0.00,1,100.0,8.8,0,1,0.00,0.00,1,100.0,8.8,0,76,87,87.4,0,10,0,0,6,1418,483,28,30,93.3,43,45,95.6,5,11,45.5,1,1,0,1,0,0,0,,0,0,0,0,1,2,1,0,0,0,0,0,3,DF,Match Report
2747,Jonny Castro,0.5,1,30,2,0,2019-10-27,25-238,es ESP,Wolves,@,Newcastle Utd,eng Premier League,D 1-1,Y,83,1,0,1,1,0,0,0,0.5,0.5,0.1,0.6,0.0,0.6,+0.5,+0.5,-0.1,0.46,1,1.00,1.00,1,100.0,9.7,0,1,1.00,1.00,1,100.0,9.7,0,30,35,85.7,2,2,2,0,5,389,96,16,18,88.9,11,13,84.6,0,0,,2,1,0,1,1,0,1,0.0,1,1,0,1,2,4,3,0,0,0,0,0,4,"MF,DF",Match Report
2748,Mohamed Salah,1.1,6,18,0,0,2019-10-27,27-134,eg EGY,Liverpool,,Tottenham,eng Premier League,W 2-1,Y,84,1,0,1,0,1,1,0,1.1,0.3,0.1,1.2,0.0,0.4,-0.1,-0.3,-0.1,0.06,6,0.00,0.00,4,66.7,19.9,0,6,0.00,0.00,4,66.7,19.9,0,18,19,94.7,1,0,1,0,3,226,46,13,14,92.9,5,5,100.0,0,0,,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,2,FW,Match Report
2749,Dwight Gayle,0.0,0,1,0,0,2019-10-27,29-010,eng ENG,Newcastle Utd,,Wolves,eng Premier League,D 1-1,N,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,1,1,100.0,0,0,0,0,0,8,0,1,1,100.0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,FW,Match Report
2750,Granit Xhaka,0.0,0,28,2,0,2019-10-27,27-030,ch SUI,Arsenal,,Crystal Palace,eng Premier League,D 2-2,Y,60,0,1,1,0,0,0,0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,+0.9,,0,,,0,,,0,0,,,0,,,0,28,36,77.8,1,1,0,0,3,553,207,11,12,91.7,9,13,69.2,7,9,77.8,2,1,1,1,0,1,2,50.0,1,0,0,0,1,3,0,0,0,0,0,0,4,MF,Match Report
2751,James Tomkins,0.0,0,26,0,0,2019-10-27,30-212,eng ENG,Crystal Palace,@,Arsenal,eng Premier League,D 2-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,26,35,74.3,0,1,0,0,1,550,193,4,5,80.0,18,22,81.8,4,8,50.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,0,0,0,0,0,2,DF,Match Report
2752,Georginio Wijnaldum,0.1,1,36,1,0,2019-10-27,28-350,nl NED,Liverpool,,Tottenham,eng Premier League,W 2-1,Y,76,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.06,1,0.00,0.00,1,100.0,11.8,0,1,0.00,0.00,1,100.0,11.8,0,36,38,94.7,0,4,1,0,1,432,48,26,27,96.3,9,10,90.0,0,0,,1,1,0,1,0,0,1,0.0,1,1,0,1,1,2,0,0,0,0,0,0,4,MF,Match Report
2753,Jamal Lewis,0.0,1,21,1,0,2019-10-27,21-275,nir NIR,Norwich City,,Manchester Utd,eng Premier League,L 1-3,Y,65,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1,0.00,,0,0.0,24.4,0,1,0.00,,0,0.0,24.4,0,21,36,58.3,0,1,0,0,1,321,120,11,17,64.7,10,12,83.3,0,3,0.0,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,2,DF,Match Report
2754,Tim Krul,0.0,0,20,0,0,2019-10-27,31-207,nl NED,Norwich City,,Manchester Utd,eng Premier League,L 1-3,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,20,29,69.0,0,0,0,0,0,446,294,5,5,100.0,11,11,100.0,4,13,30.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,Match Report
2755,Federico Fernández,0.0,0,45,4,0,2019-10-27,30-248,ar ARG,Newcastle Utd,,Wolves,eng Premier League,D 1-1,Y,90,0,1,1,0,0,0,0,0.0,0.0,0.2,0.2,0.3,0.2,0.0,0.0,+0.8,,0,,,0,,,0,0,,,0,,,0,45,56,80.4,1,1,3,2,5,725,340,18,22,81.8,21,24,87.5,3,4,75.0,4,2,2,2,0,2,3,66.7,1,0,0,0,0,4,9,0,0,0,0,0,2,DF,Match Report
2756,João Moutinho,0.0,1,58,3,0,2019-10-27,33-049,pt POR,Wolves,@,Newcastle Utd,eng Premier League,D 1-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,0.1,0.2,0.0,0.0,-0.1,0.03,1,0.00,0.00,1,100.0,25.4,0,1,0.00,0.00,1,100.0,25.4,0,58,72,80.6,2,1,0,0,5,1164,204,15,16,93.8,36,40,90.0,6,14,42.9,3,0,2,1,0,1,5,20.0,4,3,2,1,1,4,0,0,0,0,0,0,4,MF,Match Report
2757,Victor Lindelöf,0.0,0,38,0,0,2019-10-27,25-102,se SWE,Manchester Utd,@,Norwich City,eng Premier League,W 3-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,38,41,92.7,0,2,0,0,2,726,220,13,14,92.9,21,22,95.5,4,5,80.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0,0,0,7,DF,Match Report
2758,Todd Cantwell,0.1,2,10,0,0,2019-10-27,21-242,eng ENG,Norwich City,,Manchester Utd,eng Premier League,L 1-3,Y,45,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.05,2,0.00,0.00,1,50.0,21.6,0,2,0.00,0.00,1,50.0,21.6,0,10,14,71.4,1,1,1,0,1,111,28,9,9,100.0,1,2,50.0,0,1,0.0,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,2,1,0,0,1,0,1,"FW,MF",Match Report
2759,Toby Alderweireld,0.0,1,20,0,1,2019-10-27,30-239,be BEL,Tottenham,@,Liverpool,eng Premier League,L 1-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1,0.00,0.00,1,100.0,12.3,0,1,0.00,0.00,1,100.0,12.3,0,20,28,71.4,1,0,0,0,0,373,107,8,9,88.9,7,8,87.5,4,9,44.4,0,0,0,0,0,0,0,,0,2,1,1,2,2,11,0,1,0,0,0,2,DF,Match Report
2760,Kieran Tierney,0.0,1,36,1,0,2019-10-27,22-144,sct SCO,Arsenal,,Crystal Palace,eng Premier League,D 2-2,Y,74,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,-0.1,0.02,1,0.00,,0,0.0,25.6,0,1,0.00,,0,0.0,25.6,0,36,48,75.0,1,2,1,1,1,575,148,17,19,89.5,14,17,82.4,4,6,66.7,1,0,1,0,0,1,2,50.0,1,1,1,0,0,1,2,0,0,0,0,0,5,"DF,MF",Match Report
