Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22,Column_23,Column_24,Column_25,Column_26,Column_27,Column_28,Column_29,Column_30,Column_31,Column_32,Column_33,Column_34,Column_35,Column_36,Column_37,Column_38,Column_39,Column_40,Column_41,Column_42,Column_43,Column_44,Column_45,Column_46,Column_47,Column_48,Column_49,Column_50,Column_51,Column_52,Column_53,Column_54,Column_55,Column_56,Column_57,Column_58,Column_59,Column_60,Column_61,Column_62,Column_63,Column_64,Column_65,Column_66,Column_67,Column_68,Column_69,Column_70,Column_71,Column_72,Column_73,Column_74,Column_75,Column_76,Column_77,Column_78,Column_79,Column_80,Column_81,Column_82,Column_83,Column_84,Column_85,Column_86,Column_87,Column_88,Column_89,Column_90
Rk,Player,xG,Sh,Cmp,Tkl,Off,Date,Age,Nation,Team,,Opp,Comp,Result,Start,Min,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,xG,npxG,xAG,xG+xAG,xA,npxG+xAG,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Off,PKwon,PKcon,OG,Recov,Pos.,Match Report
8956,Dan Burn,0.3,1,39,0,0,2020-07-04,28-056,eng ENG,Brighton,@,Norwich City,eng Premier League,W 1-0,Y,90,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0.0,0.3,-0.3,-0.3,0.0,0.34,1,0.00,,0,0.0,6.2,0,1,0.00,,0,0.0,6.2,0,39,49,79.6,0,3,1,0,3,644,280,24,27,88.9,11,15,73.3,4,6,66.7,0,0,0,0,0,0,0,,0,2,2,0,0,0,8,0,0,0,0,0,4,DF,Match Report
8957,Raúl Jiménez,0.1,1,25,0,0,2020-07-04,29-060,mx MEX,Wolves,,Arsenal,eng Premier League,L 0-2,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,0.3,0.5,-0.1,-0.1,-0.4,0.09,1,0.00,,0,0.0,7.2,0,1,0.00,,0,0.0,7.2,0,25,33,75.8,2,3,3,0,3,296,72,16,19,84.2,6,7,85.7,1,4,25.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,FW,Match Report
8958,Marc Albrighton,0.0,0,29,1,0,2020-07-04,30-229,eng ENG,Leicester City,,Crystal Palace,eng Premier League,W 3-0,Y,74,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0.1,0.3,0.0,0.0,-0.3,,0,,,0,,,0,0,,,0,,,0,29,42,69.0,3,1,2,2,1,489,187,17,19,89.5,8,13,61.5,3,8,37.5,1,0,1,0,0,1,2,50.0,1,2,0,2,0,1,2,0,0,0,0,0,9,"MF,DF",Match Report
8959,Fred,0.1,1,43,2,0,2020-07-04,27-121,br BRA,Manchester Utd,,Bournemouth,eng Premier League,W 5-2,N,24,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.07,1,0.00,0.00,1,100.0,20.6,0,1,0.00,0.00,1,100.0,20.6,0,43,46,93.5,1,2,1,0,1,723,220,24,25,96.0,14,15,93.3,4,5,80.0,2,2,1,1,0,1,1,100.0,0,0,0,0,1,3,0,0,0,0,0,0,4,MF,Match Report
8960,N'Golo Kanté,0.0,1,68,1,0,2020-07-04,29-097,fr FRA,Chelsea,,Watford,eng Premier League,W 3-0,Y,77,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1,0.00,,0,0.0,30.8,0,1,0.00,,0,0.0,30.8,0,68,72,94.4,0,5,0,0,4,1123,198,31,33,93.9,29,29,100.0,6,6,100.0,1,1,0,1,0,0,0,,0,2,0,2,2,3,3,0,0,0,0,0,5,MF,Match Report
8961,Bukayo Saka,0.1,1,10,3,0,2020-07-04,18-303,eng ENG,Arsenal,@,Wolves,eng Premier League,W 2-0,Y,75,1,0,1,1,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,+0.9,+0.9,0.0,0.08,1,1.00,1.00,1,100.0,13.6,0,1,1.00,1.00,1,100.0,13.6,0,10,20,50.0,0,0,0,0,1,129,12,7,12,58.3,3,5,60.0,0,2,0.0,3,1,0,1,2,1,1,100.0,0,0,0,0,0,3,0,0,0,0,0,0,3,"DF,FW",Match Report
8962,Ismaila Sarr,0.0,0,4,0,0,2020-07-04,22-130,sn SEN,Watford,@,Chelsea,eng Premier League,L 0-3,Y,82,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,4,9,44.4,0,1,0,0,0,65,16,2,2,100.0,2,6,33.3,0,1,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,2,"FW,MF",Match Report
8963,Dani Ceballos,0.0,1,48,1,0,2020-07-04,23-332,es ESP,Arsenal,@,Wolves,eng Premier League,W 2-0,Y,82,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,-0.1,0.03,1,0.00,,0,0.0,26.7,0,1,0.00,,0,0.0,26.7,0,48,52,92.3,1,3,0,0,4,893,221,19,20,95.0,22,22,100.0,5,7,71.4,1,0,1,0,0,0,1,0.0,1,0,0,0,1,2,2,0,0,0,0,0,5,MF,Match Report
8964,David Luiz,0.0,0,63,0,0,2020-07-04,33-073,br BRA,Arsenal,@,Wolves,eng Premier League,W 2-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,63,67,94.0,0,2,0,0,4,1493,554,8,8,100.0,42,44,95.5,12,14,85.7,0,0,0,0,0,0,1,0.0,1,2,2,0,1,1,3,0,0,0,0,0,1,DF,Match Report
8965,Adam Webster,0.0,0,49,0,0,2020-07-04,25-182,eng ENG,Brighton,@,Norwich City,eng Premier League,W 1-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,49,59,83.1,0,3,0,0,3,952,328,12,13,92.3,32,35,91.4,5,10,50.0,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,3,0,0,0,0,0,3,DF,Match Report
8966,Harry Wilson,0.0,0,12,0,0,2020-07-04,23-104,wls WAL,Bournemouth,@,Manchester Utd,eng Premier League,L 2-5,N,25,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,12,15,80.0,0,1,0,0,1,160,33,6,6,100.0,5,8,62.5,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,4,"MF,FW",Match Report
8967,Kelechi Iheanacho,1.5,4,14,0,0,2020-07-04,23-275,ng NGA,Leicester City,,Crystal Palace,eng Premier League,W 3-0,Y,63,1,0,1,1,0,0,0,1.5,1.5,0.0,1.5,0.0,1.5,-0.5,-0.5,0.0,0.37,4,0.25,0.50,2,50.0,10.8,0,4,0.25,0.50,2,50.0,10.8,0,14,18,77.8,0,2,1,0,4,209,72,9,10,90.0,4,6,66.7,1,1,100.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,0,0,0,0,2,FW,Match Report
8968,Daniel James,0.0,0,12,0,0,2020-07-04,22-237,wls WAL,Manchester Utd,,Bournemouth,eng Premier League,W 5-2,N,16,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,-0.1,,0,,,0,,,0,0,,,0,,,0,12,13,92.3,1,0,0,0,0,199,24,8,8,100.0,3,3,100.0,1,1,100.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,2,FW,Match Report
8969,Kurt Zouma,0.1,1,102,0,0,2020-07-04,25-251,fr FRA,Chelsea,,Watford,eng Premier League,W 3-0,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.06,1,0.00,0.00,1,100.0,10.4,0,1,0.00,0.00,1,100.0,10.4,0,102,110,92.7,0,8,0,0,4,1934,615,28,32,87.5,64,66,97.0,9,10,90.0,0,0,0,0,0,0,0,,0,0,0,0,2,2,3,0,0,0,0,0,3,DF,Match Report
8970,Danny Welbeck,0.3,1,6,0,1,2020-07-04,29-221,eng ENG,Watford,@,Chelsea,eng Premier League,L 0-3,N,33,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0.0,0.3,-0.3,-0.3,0.0,0.26,1,0.00,0.00,1,100.0,11.3,0,1,0.00,0.00,1,100.0,11.3,0,6,8,75.0,0,0,0,0,0,54,0,5,6,83.3,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,1,"FW,MF",Match Report
8971,James McArthur,0.0,0,23,2,0,2020-07-04,32-271,sct SCO,Crystal Palace,@,Leicester City,eng Premier League,L 0-3,Y,68,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,23,32,71.9,1,1,1,1,1,401,125,9,9,100.0,11,15,73.3,2,5,40.0,2,1,1,1,0,1,2,50.0,1,3,1,2,0,2,0,0,0,0,0,0,3,MF,Match Report
8972,Ben Foster,0.0,0,24,0,0,2020-07-04,37-092,eng ENG,Watford,@,Chelsea,eng Premier League,L 0-3,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,24,30,80.0,0,1,0,0,0,864,716,3,3,100.0,8,8,100.0,13,18,72.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,GK,Match Report
8973,Ben Chilwell,0.0,0,36,1,1,2020-07-04,23-196,eng ENG,Leicester City,,Crystal Palace,eng Premier League,W 3-0,Y,44,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,36,42,85.7,0,2,0,0,2,472,112,24,24,100.0,12,14,85.7,0,1,0.0,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,2,0,1,0,0,0,2,DF,Match Report
8974,Philip Billing,0.0,0,8,1,0,2020-07-04,24-023,dk DEN,Bournemouth,@,Manchester Utd,eng Premier League,L 2-5,N,25,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,8,15,53.3,0,1,0,0,0,121,48,5,9,55.6,2,3,66.7,1,1,100.0,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,1,0,0,0,0,0,2,MF,Match Report
8975,Matt Doherty,0.0,0,47,2,0,2020-07-04,28-170,ie IRL,Wolves,,Arsenal,eng Premier League,L 0-2,Y,71,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,47,62,75.8,0,5,1,0,6,654,201,30,32,93.8,15,23,65.2,1,4,25.0,2,1,0,2,0,0,0,,0,0,0,0,1,3,1,0,0,0,0,0,8,"MF,DF",Match Report
8976,Pierre-Emerick Aubameyang,0.2,1,24,2,0,2020-07-04,31-016,ga GAB,Arsenal,@,Wolves,eng Premier League,W 2-0,Y,90,0,0,0,0,0,0,0,0.2,0.2,0.3,0.4,0.1,0.4,-0.2,-0.2,-0.3,0.18,1,0.00,0.00,1,100.0,5.4,0,1,0.00,0.00,1,100.0,5.4,0,24,36,66.7,1,3,1,0,5,333,100,14,17,82.4,7,10,70.0,1,3,33.3,2,2,0,1,1,0,1,0.0,1,1,1,0,0,2,0,0,0,0,0,0,4,FW,Match Report
8977,Harry Maguire,0.0,0,78,0,0,2020-07-04,27-121,eng ENG,Manchester Utd,,Bournemouth,eng Premier League,W 5-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,78,87,89.7,0,4,0,0,4,1495,387,27,31,87.1,42,44,95.5,8,9,88.9,0,0,0,0,0,0,2,0.0,2,0,0,0,3,3,1,0,0,0,0,0,5,DF,Match Report
8978,Diego Rico,0.0,0,26,1,0,2020-07-04,27-132,es ESP,Bournemouth,@,Manchester Utd,eng Premier League,L 2-5,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,26,41,63.4,0,2,0,0,1,381,196,14,15,93.3,12,20,60.0,0,4,0.0,1,0,0,1,0,0,0,,0,1,0,1,4,5,4,0,0,0,0,0,1,DF,Match Report
8979,Jordan Ayew,0.1,1,20,4,0,2020-07-04,28-297,gh GHA,Crystal Palace,@,Leicester City,eng Premier League,L 0-3,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.06,1,0.00,,0,0.0,11.1,0,1,0.00,,0,0.0,11.1,0,20,24,83.3,0,2,0,0,0,286,44,14,15,93.3,4,5,80.0,2,2,100.0,4,2,0,3,1,2,3,66.7,1,4,0,4,2,6,0,0,0,0,0,0,4,FW,Match Report
8980,David Brooks,0.0,0,9,0,0,2020-07-04,22-362,wls WAL,Bournemouth,@,Manchester Utd,eng Premier League,L 2-5,Y,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,9,11,81.8,0,0,0,0,0,94,28,8,8,100.0,1,1,100.0,0,1,0.0,0,0,0,0,0,0,2,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,"MF,FW",Match Report
8981,Adam Masina,0.1,2,7,0,0,2020-07-04,26-184,ma MAR,Watford,@,Chelsea,eng Premier League,L 0-3,N,27,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.04,2,0.00,0.00,2,100.0,31.4,1,2,0.00,0.00,2,100.0,31.4,1,7,12,58.3,0,0,0,0,1,91,7,5,5,100.0,2,4,50.0,0,2,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,DF,Match Report
8982,Billy Gilmour,0.0,0,9,1,0,2020-07-04,19-023,sct SCO,Chelsea,,Watford,eng Premier League,W 3-0,N,13,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,9,10,90.0,0,0,0,0,0,124,29,5,5,100.0,3,3,100.0,0,0,,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,MF,Match Report
8983,Jonny Castro,0.1,1,37,3,0,2020-07-04,26-123,es ESP,Wolves,,Arsenal,eng Premier League,L 0-2,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.06,1,0.00,,0,0.0,16.6,0,1,0.00,,0,0.0,16.6,0,37,43,86.0,0,0,0,0,3,529,93,20,20,100.0,13,15,86.7,2,3,66.7,3,2,2,0,1,0,0,,0,1,1,0,0,3,0,0,0,0,0,0,6,"MF,DF",Match Report
8984,Ainsley Maitland-Niles,0.0,0,11,4,0,2020-07-04,22-310,eng ENG,Arsenal,@,Wolves,eng Premier League,W 2-0,N,35,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,11,14,78.6,0,0,0,0,0,156,89,7,7,100.0,4,5,80.0,0,2,0.0,4,3,3,0,1,2,3,66.7,1,0,0,0,1,5,2,0,0,0,0,0,4,DF,Match Report
8985,Kiko Femenía,0.0,0,19,2,0,2020-07-04,29-153,es ESP,Watford,@,Chelsea,eng Premier League,L 0-3,Y,63,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,19,28,67.9,0,0,0,0,0,212,57,14,17,82.4,4,5,80.0,0,2,0.0,2,1,2,0,0,1,2,50.0,1,0,0,0,1,3,1,0,0,0,0,0,4,DF,Match Report
8986,Granit Xhaka,0.0,0,43,4,0,2020-07-04,27-281,ch SUI,Arsenal,@,Wolves,eng Premier League,W 2-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,43,52,82.7,0,3,0,0,2,688,105,21,24,87.5,19,21,90.5,1,4,25.0,4,3,1,2,1,2,2,100.0,0,0,0,0,0,4,3,0,0,0,0,0,7,MF,Match Report
8987,Dominic Solanke,0.0,0,9,0,1,2020-07-04,22-294,eng ENG,Bournemouth,@,Manchester Utd,eng Premier League,L 2-5,Y,65,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,9,10,90.0,0,2,0,0,2,144,36,5,6,83.3,2,2,100.0,1,1,100.0,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,0,1,0,0,0,4,FW,Match Report
8988,Ruben Loftus-Cheek,0.3,1,9,0,0,2020-07-04,24-163,eng ENG,Chelsea,,Watford,eng Premier League,W 3-0,N,15,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0.0,0.3,-0.3,-0.3,0.0,0.35,1,0.00,,0,0.0,5.3,0,1,0.00,,0,0.0,5.3,0,9,9,100.0,0,1,1,0,2,116,33,6,6,100.0,3,3,100.0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0,0,0,0,3,"MF,FW",Match Report
8989,Nathan Aké,0.0,0,14,0,0,2020-07-04,25-137,nl NED,Bournemouth,@,Manchester Utd,eng Premier League,L 2-5,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,14,20,70.0,0,0,0,0,0,232,38,6,7,85.7,8,11,72.7,0,2,0.0,0,0,0,0,0,0,1,0.0,1,3,3,0,1,1,6,0,0,0,0,0,6,DF,Match Report
8990,Nemanja Matić,0.0,0,71,4,0,2020-07-04,31-338,rs SRB,Manchester Utd,,Bournemouth,eng Premier League,W 5-2,Y,66,0,1,1,0,0,0,0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,+0.9,,0,,,0,,,0,0,,,0,,,0,71,77,92.2,1,6,1,0,6,1081,252,39,41,95.1,24,27,88.9,5,6,83.3,4,3,2,1,1,2,2,100.0,0,0,0,0,0,4,0,0,0,0,0,0,7,MF,Match Report
8991,Jamal Lewis,0.0,0,63,1,0,2020-07-04,22-161,nir NIR,Norwich City,,Brighton,eng Premier League,L 0-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,63,69,91.3,1,3,2,1,6,1013,302,38,39,97.4,19,23,82.6,4,5,80.0,1,1,1,0,0,1,2,50.0,1,1,0,1,0,1,2,0,0,0,0,0,4,DF,Match Report
8992,Arnaut Danjuma,0.4,1,6,0,2,2020-07-04,23-155,nl NED,Bournemouth,@,Manchester Utd,eng Premier League,L 2-5,N,45,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0.0,0.4,-0.4,-0.4,0.0,0.38,1,0.00,,0,0.0,4.8,0,1,0.00,,0,0.0,4.8,0,6,7,85.7,0,1,0,0,1,53,23,4,4,100.0,1,1,100.0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,0,0,MF,Match Report
8993,Tim Krul,0.0,0,35,0,0,2020-07-04,32-092,nl NED,Norwich City,,Brighton,eng Premier League,L 0-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,35,41,85.4,0,0,0,0,0,812,454,6,6,100.0,22,22,100.0,7,13,53.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,GK,Match Report
8994,Lloyd Kelly,0.0,0,19,2,0,2020-07-04,21-272,eng ENG,Bournemouth,@,Manchester Utd,eng Premier League,L 2-5,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,19,27,70.4,0,1,0,0,0,391,170,5,7,71.4,12,14,85.7,2,6,33.3,2,0,2,0,0,1,1,100.0,0,1,1,0,1,3,2,0,0,0,0,0,4,DF,Match Report
8995,Tariq Lamptey,0.0,0,35,0,0,2020-07-04,19-278,gh GHA,Brighton,@,Norwich City,eng Premier League,W 1-0,Y,89,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,-0.1,,0,,,0,,,0,0,,,0,,,0,35,45,77.8,1,2,0,0,2,516,100,18,18,100.0,17,23,73.9,0,4,0.0,0,0,0,0,0,0,1,0.0,1,1,0,1,5,5,1,0,0,0,0,0,7,DF,Match Report
8996,Tammy Abraham,0.0,0,2,0,0,2020-07-04,22-276,eng ENG,Chelsea,,Watford,eng Premier League,W 3-0,N,15,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,2,2,100.0,0,0,0,0,1,32,12,0,0,,1,1,100.0,0,0,,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,0,0,0,0,1,FW,Match Report
8997,João Moutinho,0.0,0,47,1,0,2020-07-04,33-300,pt POR,Wolves,,Arsenal,eng Premier League,L 0-2,Y,88,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,-0.1,,0,,,0,,,0,0,,,0,,,0,47,52,90.4,3,3,1,0,5,902,185,19,20,95.0,19,20,95.0,8,11,72.7,1,1,1,0,0,1,3,33.3,2,0,0,0,1,2,0,0,0,0,0,0,5,MF,Match Report
8998,Victor Lindelöf,0.0,1,44,0,0,2020-07-04,25-353,se SWE,Manchester Utd,,Bournemouth,eng Premier League,W 5-2,Y,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,0.00,,0,0.0,12.1,0,1,0.00,,0,0.0,12.1,0,44,47,93.6,0,1,0,0,3,690,159,23,24,95.8,17,18,94.4,2,2,100.0,0,0,0,0,0,0,0,,0,3,1,2,1,1,2,0,0,0,0,0,6,DF,Match Report
8999,Todd Cantwell,0.1,1,16,0,0,2020-07-04,22-128,eng ENG,Norwich City,,Brighton,eng Premier League,L 0-1,N,24,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.06,1,0.00,,0,0.0,13.5,0,1,0.00,,0,0.0,13.5,0,16,20,80.0,0,1,0,0,1,249,17,6,6,100.0,8,10,80.0,1,2,50.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,"FW,MF",Match Report
9000,Héctor Bellerín,0.0,0,3,2,0,2020-07-04,25-107,es ESP,Arsenal,@,Wolves,eng Premier League,W 2-0,N,15,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,3,4,75.0,0,0,0,0,0,37,24,2,2,100.0,1,1,100.0,0,0,,2,2,1,1,0,2,2,100.0,0,0,0,0,1,3,1,0,0,0,0,0,1,"DF,MF",Match Report
Rk,Player,xG,Sh,Cmp,Tkl,Off,Date,Age,Nation,Team,,Opp,Comp,Result,Start,Min,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,xG,npxG,xAG,xG+xAG,xA,npxG+xAG,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Off,PKwon,PKcon,OG,Recov,Pos.,Match Report
9001,Jonny Evans,0.0,0,49,3,0,2020-07-04,32-183,nir NIR,Leicester City,,Crystal Palace,eng Premier League,W 3-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,-0.1,,0,,,0,,,0,0,,,0,,,0,49,56,87.5,1,1,0,0,1,915,401,21,23,91.3,23,26,88.5,5,7,71.4,3,3,1,2,0,1,1,100.0,0,1,1,0,3,6,4,0,0,0,0,0,3,DF,Match Report
9002,James Justin,0.1,2,48,7,0,2020-07-04,22-132,eng ENG,Leicester City,,Crystal Palace,eng Premier League,W 3-0,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.03,2,0.00,,0,0.0,24.7,0,2,0.00,,0,0.0,24.7,0,48,57,84.2,0,2,0,0,1,693,246,31,36,86.1,17,18,94.4,0,1,0.0,7,3,4,3,0,2,4,50.0,2,0,0,0,2,9,2,0,0,0,0,0,5,"DF,MF",Match Report
9003,Kieran Tierney,0.0,0,33,3,0,2020-07-04,23-029,sct SCO,Arsenal,@,Wolves,eng Premier League,W 2-0,Y,55,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,33,42,78.6,0,3,0,0,5,459,166,22,24,91.7,8,11,72.7,2,4,50.0,3,2,2,1,0,2,2,100.0,0,0,0,0,0,3,6,0,0,0,0,0,7,"DF,MF",Match Report
9004,Davy Pröpper,0.0,1,35,1,0,2020-07-04,28-306,nl NED,Brighton,@,Norwich City,eng Premier League,W 1-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.04,1,0.00,,0,0.0,18.2,0,1,0.00,,0,0.0,18.2,0,35,44,79.5,0,3,1,0,8,673,205,12,14,85.7,18,22,81.8,3,6,50.0,1,0,1,0,0,0,2,0.0,2,0,0,0,1,2,2,0,0,0,0,0,5,MF,Match Report
9005,Ryan Bertrand,0.0,0,21,3,0,2020-07-05,30-335,eng ENG,Southampton,,Manchester City,eng Premier League,W 1-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,21,34,61.8,0,0,0,0,0,305,120,13,18,72.2,7,10,70.0,1,4,25.0,3,3,0,2,1,2,3,66.7,1,1,1,0,2,5,3,0,0,0,0,0,6,DF,Match Report
